#,OBJECTID,Código de la remoción en masa,Región,Tipo de remoción en masa,Tipo de material,Clasificación de remoción en masa,Detonante,Día del evento,Mes de inicio del evento,Año del evento,Estación de ocurrencia del evento,Método de obtención de la información,Fuente de la información,Autor de la fuente,Nota,Enlace de documento asociado,Latitud,Longitud,Precisión de coordenadas
524,517,RM-2014-07-001,Tarapacá,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observación de daños y evaluación de peligros geológicos en los sectores de Pabellón de Pica y Huanillos (Ruta A-1) y en la Ruta-750 (Ruta de la sal), comuna de Iquique","Marín, M. & Sepúlveda, F.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-07.pdf,-21.22151975,-70.0848502,Coordenadas exactas
523,516,RM-2014-06-004,Tarapacá,1,Sin información,Caída de bloque/detrito/arena/limo,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observación de daños y evaluación de peligros geológicos en la ruta A-40, Comuna de Huara.","Venegas, C. y Arenas, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-06.pdf,-19.553652,-70.07116436,Coordenadas exactas
522,515,RM-2014-06-003,Tarapacá,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observación de daños y evaluación de peligros geológicos en la ruta A-40, Comuna de Huara.","Venegas, C. y Arenas, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-06.pdf,-19.59294234,-70.20226941,Coordenadas aproximadas al sector
521,514,RM-2014-06-002,Tarapacá,1,Sin información,Caída de bloque/detrito/arena/limo,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observación de daños y evaluación de peligros geológicos en la ruta A-40, Comuna de Huara.","Venegas, C. y Arenas, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-06.pdf,-19.59934604,-70.21878253,Coordenadas exactas
520,513,RM-2014-06-001,Tarapacá,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observación de daños y evaluación de peligros geológicos en la ruta A-40, Comuna de Huara.","Venegas, C. y Arenas, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-06.pdf,-19.59789739,-70.21118248,Coordenadas aproximadas al sector
519,512,RM-2014-05-002,Tarapacá,3,Sin información,Deslizamiento indeterminado,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observación de daños en casas ubicadas en los sectores Altos del Mar, Matilla 2, Las Dunas 1 y Población Carol Urzúa (Zofri), Comuna de Iquique.","Marín, M.; Sepúlveda, F.; Arenas, M.; Venegas, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-05.pdf,-20.25015736,-70.12300256,Coordenadas exactas
518,511,RM-2014-05-001,Tarapacá,3,Sin información,Deslizamiento indeterminado,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Observación de daños en casas ubicadas en los sectores Altos del Mar, Matilla 2, Las Dunas 1 y Población Carol Urzúa (Zofri), Comuna de Iquique.","Marín, M.; Sepúlveda, F.; Arenas, M.; Venegas, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-05.pdf,-20.27618282,-70.12513356,Coordenadas exactas
517,510,RM-2014-04-007,Arica y Parinacota,3,Sin información,Deslizamiento indeterminado,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación del peligro de remociones en masa en los alrededores de las localidades de Putre y Socoroma.,"Derch, P. Polanco, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-04.pdf,-18.25154043,-69.61600657,Coordenadas exactas
516,509,RM-2014-04-006,Arica y Parinacota,3,Sin información,Deslizamiento indeterminado,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación del peligro de remociones en masa en los alrededores de las localidades de Putre y Socoroma.,"Derch, P. Polanco, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-04.pdf,-18.25057876,-69.61432889,Coordenadas exactas
515,508,RM-2014-04-005,Arica y Parinacota,1,Suelo/Sedimento,Caída de bloque/detrito/arena/limo,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación del peligro de remociones en masa en los alrededores de las localidades de Putre y Socoroma.,"Derch, P. Polanco, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-04.pdf,-18.24365372,-69.60069328,Coordenadas aproximadas al sector
514,507,RM-2014-04-004,Arica y Parinacota,3,Sin información,Deslizamiento indeterminado,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación del peligro de remociones en masa en los alrededores de las localidades de Putre y Socoroma.,"Derch, P. Polanco, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-04.pdf,-18.19577451,-69.54472736,Coordenadas exactas
513,506,RM-2014-04-003,Arica y Parinacota,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación del peligro de remociones en masa en los alrededores de las localidades de Putre y Socoroma.,"Derch, P. Polanco, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-04.pdf,-17.99026048,-69.64305133,Coordenadas exactas
512,505,RM-2014-04-002,Arica y Parinacota,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación del peligro de remociones en masa en los alrededores de las localidades de Putre y Socoroma.,"Derch, P. Polanco, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-04.pdf,-18.19599876,-69.57021291,Coordenadas exactas
511,504,RM-2014-04-001,Arica y Parinacota,1,Suelo/Sedimento,Caída de bloque/detrito/arena/limo,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación del peligro de remociones en masa en los alrededores de las localidades de Putre y Socoroma.,"Derch, P. Polanco, E.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-04.pdf,-18.25539916,-69.61334313,Coordenadas aproximadas al sector
510,503,RM-2014-03-012,Antofagasta,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación de riesgo geológico en rutas 1 y 24 de la Provincia de Tocopilla.,"Salazar, E.; Espinoza, F.; Garrido ,N.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-03.pdf,-22.09617981,-70.13234386,Coordenadas exactas
509,502,RM-2014-03-011,Antofagasta,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación de riesgo geológico en rutas 1 y 24 de la Provincia de Tocopilla.,"Salazar, E.; Espinoza, F.; Garrido ,N.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-03.pdf,-22.09650007,-70.12521223,Coordenadas exactas
508,501,RM-2014-03-010,Antofagasta,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación de riesgo geológico en rutas 1 y 24 de la Provincia de Tocopilla.,"Salazar, E.; Espinoza, F.; Garrido ,N.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-03.pdf,-22.0970174,-70.12485768,Coordenadas exactas
507,500,RM-2014-03-009,Antofagasta,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación de riesgo geológico en rutas 1 y 24 de la Provincia de Tocopilla.,"Salazar, E.; Espinoza, F.; Garrido ,N.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-03.pdf,-22.09800484,-70.1244487,Coordenadas exactas
506,499,RM-2014-03-008,Antofagasta,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación de riesgo geológico en rutas 1 y 24 de la Provincia de Tocopilla.,"Salazar, E.; Espinoza, F.; Garrido ,N.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-03.pdf,-22.09833832,-70.12061279,Coordenadas exactas
505,498,RM-2014-03-007,Antofagasta,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación de riesgo geológico en rutas 1 y 24 de la Provincia de Tocopilla.,"Salazar, E.; Espinoza, F.; Garrido ,N.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-03.pdf,-22.09883007,-70.12003507,Coordenadas exactas
504,497,RM-2014-03-006,Antofagasta,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación de riesgo geológico en rutas 1 y 24 de la Provincia de Tocopilla.,"Salazar, E.; Espinoza, F.; Garrido ,N.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-03.pdf,-22.10172084,-70.11075206,Coordenadas exactas
503,496,RM-2014-03-005,Antofagasta,1,Sin información,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación de riesgo geológico en rutas 1 y 24 de la Provincia de Tocopilla.,"Salazar, E.; Espinoza, F.; Garrido ,N.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-03.pdf,-22.10881369,-70.10249008,Coordenadas exactas
502,495,RM-2014-03-004,Antofagasta,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación de riesgo geológico en rutas 1 y 24 de la Provincia de Tocopilla.,"Salazar, E.; Espinoza, F.; Garrido ,N.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-03.pdf,-22.28389715,-70.24098342,Coordenadas exactas
501,494,RM-2014-03-003,Antofagasta,1,Sin información,Caída de bloque/detrito/arena/limo,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación de riesgo geológico en rutas 1 y 24 de la Provincia de Tocopilla.,"Salazar, E.; Espinoza, F.; Garrido ,N.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-03.pdf,-22.27655596,-70.23711417,Coordenadas exactas
500,493,RM-2014-03-002,Antofagasta,1,Sin información,Caída de bloque/detrito/arena/limo,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación de riesgo geológico en rutas 1 y 24 de la Provincia de Tocopilla.,"Salazar, E.; Espinoza, F.; Garrido ,N.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-03.pdf,-21.94540035,-70.17173655,Coordenadas exactas
499,492,RM-2014-03-001,Antofagasta,1,Roca,Caída de roca,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Evaluación de riesgo geológico en rutas 1 y 24 de la Provincia de Tocopilla.,"Salazar, E.; Espinoza, F.; Garrido ,N.; Murillo, I.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-03.pdf,-22.01271722,-70.19532566,Coordenadas exactas
498,491,RM-2014-02-003,Arica y Parinacota,1,Roca,Caída de roca,Evento Sísmico,1,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Estabilidad del Morro de Arica,"Falcón, M.F. Ortiz, M. Sepúlveda, N. Velásquez, R.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-02.pdf,-19.19824463,-70.26651054,Coordenadas exactas
497,490,RM-2014-02-002,Arica y Parinacota,3,Sin información,Deslizamiento indeterminado,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Estabilidad del Morro de Arica,"Falcón, M.F. Ortiz, M. Sepúlveda, N. Velásquez, R.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-02.pdf,-18.48711642,-70.32431026,Coordenadas exactas
496,489,RM-2014-02-001,Arica y Parinacota,1,Sin información,Caída de bloque/detrito/arena/limo,Evento Sísmico,1y 2,Abril,2014,Otoño (del 21-03 al 20-06),Observado en terreno,2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Estabilidad del Morro de Arica,"Falcón, M.F. Ortiz, M. Sepúlveda, N. Velásquez, R.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-02.pdf,-18.48083839,-70.32529429,Coordenadas exactas
495,488,RM-2014-01-001,Tarapacá,3,Sin información,Deslizamiento indeterminado,Evento Sísmico,2 y 4,Abril,2014,Otoño (del 21-03 al 20-06),,"2014. Efectos geológicos de los sismos del 1 y 2 de abril de 2014: Efectos del tsunami en las Playas de Ike-Ike y Ñajo y Las Caletas Chanavaya, Caramucho, Chanavayita y Cañamo, Región de Tarapacá","Marín, M.; Sepúlveda, F.; Arenas, M.; Venegas, C.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2014-01.pdf,-20.70524058,-70.18946048,Coordenadas exactas
494,487,RM-2013-09-001,Los Ríos,3,Sin información,Deslizamiento indeterminado,Sin información,15,Enero,2013,Verano (del 21-12 al 20-03),,"2013. Remociones en masa sector Las Canteras de Niebla, comuna de Valdivia, Región de los Ríos.","Derch, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2013-09.pdf,-39.87192892,-73.38357832,Coordenadas exactas
493,486,RM-2013-08-007,Metropolitana,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,21,Enero,2013,Verano (del 21-12 al 20-03),,"2013. Reconocimiento geológico de los eventos de remoción en masa ocurridos el 21 de enero de 2013 en el Cajón del río Maipo, Región Metropolitana.","Gajardo, A.; Garrido, N.; Falcón, M.F.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2013-08.pdf,-33.82473618,-70.03292686,Coordenadas exactas
492,485,RM-2013-08-006,Metropolitana,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,21,Enero,2013,Verano (del 21-12 al 20-03),,"2013. Reconocimiento geológico de los eventos de remoción en masa ocurridos el 21 de enero de 2013 en el Cajón del río Maipo, Región Metropolitana.","Gajardo, A.; Garrido, N.; Falcón, M.F.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2013-08.pdf,-33.8288366,-70.11207808,Coordenadas exactas
491,484,RM-2013-08-005,Metropolitana,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,21,Enero,2013,Verano (del 21-12 al 20-03),Observado en terreno,"2013. Reconocimiento geológico de los eventos de remoción en masa ocurridos el 21 de enero de 2013 en el Cajón del río Maipo, Región Metropolitana.","Gajardo, A.; Garrido, N.; Falcón, M.F.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2013-08.pdf,-33.82034043,-70.12902939,Coordenadas exactas
490,483,RM-2013-08-004,Metropolitana,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,21,Enero,2013,Verano (del 21-12 al 20-03),Observado en terreno,"2013. Reconocimiento geológico de los eventos de remoción en masa ocurridos el 21 de enero de 2013 en el Cajón del río Maipo, Región Metropolitana.","Gajardo, A.; Garrido, N.; Falcón, M.F.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2013-08.pdf,-33.81779357,-70.14895237,Coordenadas exactas
489,482,RM-2013-08-003,Metropolitana,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,21,Enero,2013,Verano (del 21-12 al 20-03),,"2013. Reconocimiento geológico de los eventos de remoción en masa ocurridos el 21 de enero de 2013 en el Cajón del río Maipo, Región Metropolitana.","Gajardo, A.; Garrido, N.; Falcón, M.F.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2013-08.pdf,-33.73661885,-70.29919346,Coordenadas exactas
488,481,RM-2013-08-002,Metropolitana,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,21,Enero,2013,Verano (del 21-12 al 20-03),,"2013. Reconocimiento geológico de los eventos de remoción en masa ocurridos el 21 de enero de 2013 en el Cajón del río Maipo, Región Metropolitana.","Gajardo, A.; Garrido, N.; Falcón, M.F.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2013-08.pdf,-33.73407975,-70.3011121,Coordenadas aproximadas al sector
487,480,RM-2013-08-001,Metropolitana,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,21,Enero,2013,Verano (del 21-12 al 20-03),,"2013. Reconocimiento geológico de los eventos de remoción en masa ocurridos el 21 de enero de 2013 en el Cajón del río Maipo, Región Metropolitana.","Gajardo, A.; Garrido, N.; Falcón, M.F.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2013-08.pdf,-33.58073949,-70.40806237,Coordenadas exactas
486,479,RM-2013-07-004,Metropolitana,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,21,Enero,2013,Verano (del 21-12 al 20-03),,"2013. Reconocimiento de depósitos de flujos de detritos en cursos fluviales de la cuenca del río Maipo, resultante de remociones en masa del 21 de enero y 8 de feb. de 2013 en la Región Metropolitana, y priorización para su eventual limpieza (...)","Gajardo, A. ; Garrido, N. ; Marín, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2013-07.pdf,-33.81748096,-70.14571757,Coordenadas exactas
485,478,RM-2013-07-003,Metropolitana,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,21,Enero,2013,Verano (del 21-12 al 20-03),Observado en terreno,"2013. Reconocimiento de depósitos de flujos de detritos en cursos fluviales de la cuenca del río Maipo, resultante de remociones en masa del 21 de enero y 8 de feb. de 2013 en la Región Metropolitana, y priorización para su eventual limpieza (...)","Gajardo, A.; Garrido, M.; Marín, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2013-07.pdf,-33.73393749,-70.30057311,Coordenadas exactas
